Fed Id,Type,Name,Branches,City,State,Unweighted Deposits,Unweighted Rank,Unweighted Market Share,Weighted Deposits,Weighted Rank,Weighted Market Share,Buyer,Target,market_name
504713,BANK,U.S. BANK NATIONAL ASSOCIATION,1,CINCINNATI,OH,40.348,NA,NA,NA,NA,NA,NA,NA,"Muscatine County, IA"
1210785,BHC,"WAPELLO BANKSHARES, INC.",1,WAPELLO,IA,37.033,9,2.72,37.033,9,2.72,NA,NA,"Muscatine County, IA"
200042,BANK,STATE BANK OF WAPELLO,1,WAPELLO,IA,37.033,NA,NA,NA,NA,NA,NA,NA,"Muscatine County, IA"
1205576,BHC,"DE WITT BANCORP, INC.",1,DE WITT,IA,30.808,10,2.26,30.808,10,2.26,NA,NA,"Muscatine County, IA"
668147,BANK,DE WITT BANK & TRUST CO.,1,DE WITT,IA,30.808,NA,NA,NA,NA,NA,NA,NA,"Muscatine County, IA"
1427033,BHC,"HTB, INC.",1,OSAGE,IA,222.955,1,36.89,222.955,1,36.89,NA,NA,"Osage, IA"
60545,BANK,THE HOME TRUST & SAVINGS BANK,1,OSAGE,IA,222.955,NA,NA,NA,NA,NA,NA,NA,"Osage, IA"
1208728,BHC,ST. ANSGAR BANCORPORATION,2,SAINT ANSGAR,IA,115.375,2,19.09,115.375,2,19.09,NA,NA,"Osage, IA"
115146,BANK,ST. ANSGAR STATE BANK,2,SAINT ANSGAR,IA,115.375,NA,NA,NA,NA,NA,NA,NA,"Osage, IA"
1203509,BHC,FIRST CITIZENS FINANCIAL CORP.,1,MASON CITY,IA,106.935,3,17.69,106.935,3,17.69,NA,NA,"Osage, IA"
186744,BANK,FIRST CITIZENS BANK,1,MASON CITY,IA,106.935,NA,NA,NA,NA,NA,NA,NA,"Osage, IA"
1200496,BHC,HOW-WIN DEVELOPMENT CO.,1,CRESCO,IA,90.800,4,15.02,90.800,4,15.02,NA,NA,"Osage, IA"
900146,BANK,CUSB BANK,1,CRESCO,IA,90.800,NA,NA,NA,NA,NA,NA,NA,"Osage, IA"
1207815,BHC,"CEDAR VALLEY BANKSHARES, LTD.",1,CHARLES CITY,IA,46.964,5,7.77,46.964,5,7.77,NA,NA,"Osage, IA"
894544,BANK,FIRST SECURITY BANK AND TRUST COMPANY,1,CHARLES CITY,IA,46.964,NA,NA,NA,NA,NA,NA,NA,"Osage, IA"
2471985,BHC,"FARMERS STATE BANCSHARES, INC.",1,MASON CITY,IA,21.386,6,3.54,21.386,6,3.54,NA,NA,"Osage, IA"
537243,BANK,FARMERS STATE BANK,1,NORTHWOOD,IA,21.386,NA,NA,NA,NA,NA,NA,NA,"Osage, IA"
1249703,BHC,"VOGEL BANCSHARES, INC.",2,ORANGE CITY,IA,86.820,1,35.93,86.820,1,35.93,NA,NA,"Osceola County, IA"
982348,BANK,IOWA STATE BANK,2,HULL,IA,86.820,NA,NA,NA,NA,NA,NA,NA,"Osceola County, IA"
1199808,BHC,CYPRESS CORPORATION,1,OMAHA,NE,86.716,2,35.89,86.716,2,35.89,NA,NA,"Osceola County, IA"
598543,BANK,SIBLEY STATE BANK,1,SIBLEY,IA,86.716,NA,NA,NA,NA,NA,NA,NA,"Osceola County, IA"
1250419,BHC,"ASHTON BANCSHARES, INC.",1,SAINT PAUL,MN,43.561,3,18.03,43.561,3,18.03,NA,NA,"Osceola County, IA"
821643,BANK,ASHTON STATE BANK,1,ASHTON,IA,43.561,NA,NA,NA,NA,NA,NA,NA,"Osceola County, IA"
1201952,BHC,MILFORD BANCORPORATION,1,MILFORD,IA,24.531,4,10.15,24.531,4,10.15,NA,NA,"Osceola County, IA"
884648,BANK,UNITED COMMUNITY BANK,1,MILFORD,IA,24.531,NA,NA,NA,NA,NA,NA,NA,"Osceola County, IA"
1202762,BHC,BANK IOWA CORPORATION,4,WEST DES MOINES,IA,261.895,1,32.52,261.895,1,32.52,NA,NA,"Page-Fremont Counties, IA"
187947,BANK,BANK IOWA,4,WEST DES MOINES,IA,261.895,NA,NA,NA,NA,NA,NA,NA,"Page-Fremont Counties, IA"
1123670,BHC,"FIRST INTERSTATE BANCSYSTEM, INC.",4,BILLINGS,MT,159.877,2,19.85,159.877,2,19.85,NA,NA,"Page-Fremont Counties, IA"
659855,BANK,FIRST INTERSTATE BANK,4,BILLINGS,MT,159.877,NA,NA,NA,NA,NA,NA,NA,"Page-Fremont Counties, IA"
1200049,BHC,"WHITMORE COMPANY, INC.",2,CLARINDA,IA,151.740,3,18.84,151.740,3,18.84,NA,NA,"Page-Fremont Counties, IA"
188449,BANK,PCSB BANK,2,CLARINDA,IA,151.740,NA,NA,NA,NA,NA,NA,NA,"Page-Fremont Counties, IA"
1978713,BHC,NORTHWEST FINANCIAL CORP.,1,ARNOLDS PARK,IA,92.863,4,11.53,92.863,4,11.53,NA,NA,"Page-Fremont Counties, IA"
214843,BANK,THE FIRST NATIONAL BANK IN CRESTON,1,CRESTON,IA,92.863,NA,NA,NA,NA,NA,NA,NA,"Page-Fremont Counties, IA"
2247498,BHC,FIRST NATIONAL BANCORP,2,SHENANDOAH,IA,49.574,5,6.16,49.574,5,6.16,NA,NA,"Page-Fremont Counties, IA"
618647,BANK,FIRST HERITAGE BANK,2,SHENANDOAH,IA,49.574,NA,NA,NA,NA,NA,NA,NA,"Page-Fremont Counties, IA"
1203125,BHC,"OAKLAND FINANCIAL SERVICES, INC.",1,OAKLAND,IA,43.646,6,5.42,43.646,6,5.42,NA,NA,"Page-Fremont Counties, IA"
1872941,BANK,ARBOR BANK,1,NEBRASKA CITY,NE,43.646,NA,NA,NA,NA,NA,NA,NA,"Page-Fremont Counties, IA"
843476,BANK,CORNERSTONE BANK,1,CLARINDA,IA,37.056,7,4.60,37.056,7,4.60,NA,NA,"Page-Fremont Counties, IA"
404943,BANK,TRI-VALLEY BANK,1,RANDOLPH,IA,8.753,8,1.09,8.753,8,1.09,NA,NA,"Page-Fremont Counties, IA"
1203451,BHC,"CARROLL COUNTY BANCSHARES, INC.",2,CARROLL,IA,99.293,1,30.33,99.293,1,30.33,NA,NA,"Pocahontas County, IA"
859141,BANK,AVAILA BANK,2,CARROLL,IA,99.293,NA,NA,NA,NA,NA,NA,NA,"Pocahontas County, IA"
1133615,BHC,DENTEL BANCORPORATION,3,AMES,IA,76.255,2,23.29,76.255,2,23.29,NA,NA,"Pocahontas County, IA"
402846,BANK,POCAHONTAS STATE BANK,3,POCAHONTAS,IA,76.255,NA,NA,NA,NA,NA,NA,NA,"Pocahontas County, IA"
1205183,BHC,"IDA GROVE BANCSHARES, INC.",2,IDA GROVE,IA,62.536,3,19.10,62.536,3,19.10,NA,NA,"Pocahontas County, IA"
738040,BANK,UNITED BANK OF IOWA,2,IDA GROVE,IA,62.536,NA,NA,NA,NA,NA,NA,NA,"Pocahontas County, IA"
1131424,BHC,COMMUNITY STATE BANCORPORATION,1,SPENCER,IA,56.201,4,17.17,56.201,4,17.17,NA,NA,"Pocahontas County, IA"
849348,BANK,COMMUNITY STATE BANK,1,SPENCER,IA,56.201,NA,NA,NA,NA,NA,NA,NA,"Pocahontas County, IA"
1916760,BHC,WEST BEND BANCORP.,1,WEST BEND,IA,17.298,5,5.28,17.298,5,5.28,NA,NA,"Pocahontas County, IA"
137643,BANK,WEST IOWA BANK,1,WEST BEND,IA,17.298,NA,NA,NA,NA,NA,NA,NA,"Pocahontas County, IA"
2382335,BHC,"NEWELL BANCSHARES, INC.",1,NEWELL,IA,15.774,6,4.82,15.774,6,4.82,NA,NA,"Pocahontas County, IA"
233246,BANK,FIRST COMMUNITY BANK,1,NEWELL,IA,15.774,NA,NA,NA,NA,NA,NA,NA,"Pocahontas County, IA"
1208157,BHC,"GRINNELL BANCSHARES, INC.",1,GRINNELL,IA,156.890,1,28.39,156.890,1,28.39,NA,NA,"Poweshiek County, IA"
783246,BANK,GRINNELL STATE BANK,1,GRINNELL,IA,156.890,NA,NA,NA,NA,NA,NA,NA,"Poweshiek County, IA"
1207114,BHC,FIRST STATE BANK HOLDING COMPANY,2,LYNNVILLE,IA,76.262,2,13.80,76.262,2,13.80,NA,NA,"Poweshiek County, IA"
677448,BANK,FIRST STATE BANK,2,LYNNVILLE,IA,76.262,NA,NA,NA,NA,NA,NA,NA,"Poweshiek County, IA"
1120754,BHC,WELLS FARGO & COMPANY,1,SAN FRANCISCO,CA,68.858,3,12.46,68.858,3,12.46,NA,NA,"Poweshiek County, IA"
451965,BANK,"WELLS FARGO BANK, NATIONAL ASSOCIATION",1,SIOUX FALLS,SD,68.858,NA,NA,NA,NA,NA,NA,NA,"Poweshiek County, IA"
1210169,BHC,LINCOLN BANCORP,1,REINBECK,IA,56.782,4,10.27,56.782,4,10.27,NA,NA,"Poweshiek County, IA"
589943,BANK,LINCOLN SAVINGS BANK,1,REINBECK,IA,56.782,NA,NA,NA,NA,NA,NA,NA,"Poweshiek County, IA"
2745613,BHC,"FOUNTAIN VIEW BANCORP., INC.",2,SIGOURNEY,IA,54.257,5,9.82,54.257,5,9.82,NA,NA,"Poweshiek County, IA"
477844,BANK,COUNTY BANK,2,SIGOURNEY,IA,54.257,NA,NA,NA,NA,NA,NA,NA,"Poweshiek County, IA"
1123670,BHC,"FIRST INTERSTATE BANCSYSTEM, INC.",1,BILLINGS,MT,52.185,6,9.44,52.185,6,9.44,NA,NA,"Poweshiek County, IA"
659855,BANK,FIRST INTERSTATE BANK,1,BILLINGS,MT,52.185,NA,NA,NA,NA,NA,NA,NA,"Poweshiek County, IA"
1200067,BHC,"ARENDT'S, INC.",1,MONTEZUMA,IA,43.736,7,7.91,43.736,7,7.91,NA,NA,"Poweshiek County, IA"
1013744,BANK,PEOPLES SAVINGS BANK,1,MONTEZUMA,IA,43.736,NA,NA,NA,NA,NA,NA,NA,"Poweshiek County, IA"
4516255,BHC,CHIEF IOWA INVESTMENT CORPORATION,1,MONTEZUMA,IA,43.711,8,7.91,43.711,8,7.91,NA,NA,"Poweshiek County, IA"
700140,BANK,MONTEZUMA STATE BANK,1,MONTEZUMA,IA,43.711,NA,NA,NA,NA,NA,NA,NA,"Poweshiek County, IA"
1119794,BHC,U.S. BANCORP,1,MINNEAPOLIS,MN,50.394,1,39.01,50.394,1,39.01,NA,NA,"Ringgold County, IA"
504713,BANK,U.S. BANK NATIONAL ASSOCIATION,1,CINCINNATI,OH,50.394,NA,NA,NA,NA,NA,NA,NA,"Ringgold County, IA"
1123670,BHC,"FIRST INTERSTATE BANCSYSTEM, INC.",1,BILLINGS,MT,39.058,2,30.23,39.058,2,30.23,NA,NA,"Ringgold County, IA"
659855,BANK,FIRST INTERSTATE BANK,1,BILLINGS,MT,39.058,NA,NA,NA,NA,NA,NA,NA,"Ringgold County, IA"
2022725,BHC,"ALBRECHT FINANCIAL SERVICES, INC.",1,NORWALK,IA,23.173,3,17.94,23.173,3,17.94,NA,NA,"Ringgold County, IA"
252041,BANK,CITY STATE BANK,1,NORWALK,IA,23.173,NA,NA,NA,NA,NA,NA,NA,"Ringgold County, IA"
1200049,BHC,"WHITMORE COMPANY, INC.",1,CLARINDA,IA,16.557,4,12.82,16.557,4,12.82,NA,NA,"Ringgold County, IA"
188449,BANK,PCSB BANK,1,CLARINDA,IA,16.557,NA,NA,NA,NA,NA,NA,NA,"Ringgold County, IA"
1203488,BHC,SAC CITY LIMITED,2,SAC CITY,IA,144.116,1,36.66,144.116,1,36.66,NA,NA,"Sac County, IA"
298049,BANK,IOWA STATE BANK,2,SAC CITY,IA,144.116,NA,NA,NA,NA,NA,NA,NA,"Sac County, IA"
1203714,BHC,GOODENOW BANCORPORATION,1,OKOBOJI,IA,69.935,2,17.79,69.935,2,17.79,NA,NA,"Sac County, IA"
45551,BANK,BANK MIDWEST,1,SPIRIT LAKE,IA,69.935,NA,NA,NA,NA,NA,NA,NA,"Sac County, IA"
1203835,BHC,CITIZENS HOLDING COMPANY,2,SAC CITY,IA,52.132,3,13.26,52.132,3,13.26,NA,NA,"Sac County, IA"
410944,BANK,CITIZENS BANK,2,SAC CITY,IA,52.132,NA,NA,NA,NA,NA,NA,NA,"Sac County, IA"
1205183,BHC,"IDA GROVE BANCSHARES, INC.",2,IDA GROVE,IA,50.702,4,12.90,50.702,4,12.90,NA,NA,"Sac County, IA"
738040,BANK,UNITED BANK OF IOWA,2,IDA GROVE,IA,50.702,NA,NA,NA,NA,NA,NA,NA,"Sac County, IA"
1201756,BHC,"JEMS, INC.",1,LAKE VIEW,IA,35.280,5,8.97,35.280,5,8.97,NA,NA,"Sac County, IA"
749840,BANK,FARMERS STATE BANK,1,LAKE VIEW,IA,35.280,NA,NA,NA,NA,NA,NA,NA,"Sac County, IA"
2511322,BHC,"FNC., INC.",1,STORM LAKE,IA,24.568,6,6.25,24.568,6,6.25,NA,NA,"Sac County, IA"
424240,BANK,THE CITIZENS FIRST NATIONAL BANK OF STORM LAKE,1,STORM LAKE,IA,24.568,NA,NA,NA,NA,NA,NA,NA,"Sac County, IA"
1209024,BHC,"HALBUR BANCSHARES, INC.",1,WESTSIDE,IA,16.403,7,4.17,16.403,7,4.17,NA,NA,"Sac County, IA"
972143,BANK,WESTSIDE STATE BANK,1,WESTSIDE,IA,16.403,NA,NA,NA,NA,NA,NA,NA,"Sac County, IA"
4771979,BHC,"DANES HOLDINGS, INC.",7,OMAHA,NE,293.687,1,38.40,293.687,1,38.40,NA,NA,"Shelby County, IA"
536349,BANK,THE SHELBY COUNTY STATE BANK,7,HARLAN,IA,293.687,NA,NA,NA,NA,NA,NA,NA,"Shelby County, IA"
1825367,BHC,"MIDSTATES BANCSHARES, INC.",1,HARLAN,IA,128.432,2,16.79,128.432,2,16.79,NA,NA,"Shelby County, IA"
728948,BANK,"MIDSTATES BANK, NATIONAL ASSOCIATION",1,COUNCIL BLUFFS,IA,128.432,NA,NA,NA,NA,NA,NA,NA,"Shelby County, IA"
5085664,BHC,AUDUBON COUNTY INVESTMENT COMPANY,2,AUDUBON,IA,115.301,3,15.07,115.301,3,15.07,NA,NA,"Shelby County, IA"
760649,BANK,AUDUBON STATE BANK,2,AUDUBON,IA,115.301,NA,NA,NA,NA,NA,NA,NA,"Shelby County, IA"
1021570,BHC,THE VIKING CORPORATION,2,OMAHA,NE,70.937,4,9.27,70.937,4,9.27,NA,NA,"Shelby County, IA"
810544,BANK,CRAWFORD COUNTY TRUST AND SAVINGS BANK,2,DENISON,IA,70.937,NA,NA,NA,NA,NA,NA,NA,"Shelby County, IA"
1135534,BHC,J. CARL H. BANCORPORATION,2,EARLING,IA,66.266,5,8.66,66.266,5,8.66,NA,NA,"Shelby County, IA"
646042,BANK,FARMERS TRUST & SAVINGS BANK,2,EARLING,IA,66.266,NA,NA,NA,NA,NA,NA,NA,"Shelby County, IA"
1205183,BHC,"IDA GROVE BANCSHARES, INC.",1,IDA GROVE,IA,56.028,6,7.33,56.028,6,7.33,NA,NA,"Shelby County, IA"
738040,BANK,UNITED BANK OF IOWA,1,IDA GROVE,IA,56.028,NA,NA,NA,NA,NA,NA,NA,"Shelby County, IA"
1416475,BHC,UNION BANCORPORATION,1,DEFIANCE,IA,20.940,7,2.74,20.940,7,2.74,NA,NA,"Shelby County, IA"
902645,BANK,DEFIANCE STATE BANK,1,DEFIANCE,IA,20.940,NA,NA,NA,NA,NA,NA,NA,"Shelby County, IA"
1231968,BHC,BNP PARIBAS,1,PARIS,NA,13.259,8,1.73,13.259,8,1.73,NA,NA,"Shelby County, IA"
804963,BANK,BANK OF THE WEST,1,SAN FRANCISCO,CA,13.259,NA,NA,NA,NA,NA,NA,NA,"Shelby County, IA"
1200348,BHC,SECURITY NATIONAL CORPORATION,9,DAKOTA DUNES,SD,"1,157.687",1,21.51,"1,157.687",1,21.59,NA,NA,"Sioux City, IA-NE-SD"
418249,BANK,"THE SECURITY NATIONAL BANK OF SIOUX CITY, IOWA",8,SIOUX CITY,IA,"1,064.941",NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
2529176,BANK,SECURITY NATIONAL BANK OF SOUTH DAKOTA,1,DAKOTA DUNES,SD,92.746,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
1120754,BHC,WELLS FARGO & COMPANY,3,SAN FRANCISCO,CA,436.644,2,8.11,436.644,2,8.14,NA,NA,"Sioux City, IA-NE-SD"
451965,BANK,"WELLS FARGO BANK, NATIONAL ASSOCIATION",3,SIOUX FALLS,SD,436.644,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
2700500,BHC,"PRIMEBANK, INC.",3,LE MARS,IA,429.312,3,7.98,429.312,3,8.01,NA,NA,"Sioux City, IA-NE-SD"
671147,BANK,PRIMEBANK,3,LE MARS,IA,429.312,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
1978674,BHC,COMMERCIAL FINANCIAL CORP.,5,STORM LAKE,IA,368.749,4,6.85,368.749,4,6.88,NA,NA,"Sioux City, IA-NE-SD"
546544,BANK,CENTRAL BANK,5,STORM LAKE,IA,368.749,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
2339133,BHC,"GREAT SOUTHERN BANCORP, INC.",7,SPRINGFIELD,MO,324.282,5,6.03,324.282,5,6.05,NA,NA,"Sioux City, IA-NE-SD"
572374,BANK,GREAT SOUTHERN BANK,7,REEDS SPRING,MO,324.282,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
1119794,BHC,U.S. BANCORP,4,MINNEAPOLIS,MN,316.526,6,5.88,316.526,6,5.90,NA,NA,"Sioux City, IA-NE-SD"
504713,BANK,U.S. BANK NATIONAL ASSOCIATION,4,CINCINNATI,OH,316.526,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
1201457,BHC,"AMBANK COMPANY, INC.",2,SIOUX CENTER,IA,307.913,7,5.72,307.913,7,5.74,NA,NA,"Sioux City, IA-NE-SD"
345345,BANK,"AMERICAN BANK, NATIONAL ASSOCIATION",2,LE MARS,IA,307.913,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
3137701,BHC,"LIBERTY FINANCIAL SERVICES, INC.",3,SIOUX CITY,IA,255.027,8,4.74,255.027,8,4.76,NA,NA,"Sioux City, IA-NE-SD"
3140822,BANK,LIBERTY NATIONAL BANK,3,SIOUX CITY,IA,255.027,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
1978713,BHC,NORTHWEST FINANCIAL CORP.,3,ARNOLDS PARK,IA,213.747,9,3.97,213.747,9,3.99,NA,NA,"Sioux City, IA-NE-SD"
1387605,BANK,NORTHWEST BANK,3,SPENCER,IA,213.747,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
1200665,BHC,PIONEER DEVELOPMENT COMPANY,5,SERGEANT BLUFF,IA,209.079,10,3.88,209.079,10,3.90,NA,NA,"Sioux City, IA-NE-SD"
300942,BANK,PIONEER BANK,5,SERGEANT BLUFF,IA,209.079,NA,NA,NA,NA,NA,NA,NA,"Sioux City, IA-NE-SD"
1201457,BHC,"AMBANK COMPANY, INC.",9,SIOUX CENTER,IA,848.328,1,23.86,848.328,1,24.36,NA,NA,"Sioux County, IA"
735441,BANK,AMERICAN STATE BANK,9,SIOUX CENTER,IA,848.328,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
1249703,BHC,"VOGEL BANCSHARES, INC.",6,ORANGE CITY,IA,512.386,2,14.41,512.386,2,14.71,NA,NA,"Sioux County, IA"
982348,BANK,IOWA STATE BANK,6,HULL,IA,512.386,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
1249646,BHC,PEOPLES BANCORP,5,ROCK VALLEY,IA,501.779,3,14.11,501.779,3,14.41,NA,NA,"Sioux County, IA"
998844,BANK,PEOPLES BANK,5,ROCK VALLEY,IA,501.779,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
3066922,BHC,"PREMIER HOLDINGS, LTD.",3,ROCK VALLEY,IA,289.688,4,8.15,289.688,4,8.32,NA,NA,"Sioux County, IA"
2539960,BANK,PREMIER BANK,3,ROCK VALLEY,IA,289.688,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
1200348,BHC,SECURITY NATIONAL CORPORATION,2,DAKOTA DUNES,SD,206.462,5,5.81,206.462,5,5.93,NA,NA,"Sioux County, IA"
274548,BANK,NORTHWESTERN BANK,2,ORANGE CITY,IA,206.462,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
1206658,BHC,"LARCH BANCORPORATION, INC.",3,LARCHWOOD,IA,169.629,6,4.77,169.629,6,4.87,NA,NA,"Sioux County, IA"
811747,BANK,SECURITY SAVINGS BANK,3,CANTON,SD,169.629,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
1209172,BHC,"OLD O'BRIEN BANC SHARES, INC.",2,SUTHERLAND,IA,165.883,7,4.67,165.883,7,4.76,NA,NA,"Sioux County, IA"
425845,BANK,SECURITY STATE BANK,2,SUTHERLAND,IA,165.883,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
3104794,BHC,"CAPITAL BANCSHARES, INC.",2,PRIMGHAR,IA,144.978,9,4.08,144.978,8,4.16,NA,NA,"Sioux County, IA"
588348,BANK,SAVINGS BANK,2,PRIMGHAR,IA,144.978,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
1969485,BHC,"DIXON BANCSHARES, INC.",2,SHELDON,IA,141.799,10,3.99,141.799,9,4.07,NA,NA,"Sioux County, IA"
413543,BANK,CITIZENS STATE BANK,2,SHELDON,IA,141.799,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
1119794,BHC,U.S. BANCORP,1,MINNEAPOLIS,MN,103.583,11,2.91,103.583,10,2.97,NA,NA,"Sioux County, IA"
504713,BANK,U.S. BANK NATIONAL ASSOCIATION,1,CINCINNATI,OH,103.583,NA,NA,NA,NA,NA,NA,NA,"Sioux County, IA"
1200777,BHC,"EASTER ENTERPRISES, INC.",1,SPENCER,IA,408.887,1,39.25,408.887,1,39.25,NA,NA,"Spencer, IA"
543945,BANK,FARMERS TRUST AND SAVINGS BANK,1,SPENCER,IA,408.887,NA,NA,NA,NA,NA,NA,NA,"Spencer, IA"
1978713,BHC,NORTHWEST FINANCIAL CORP.,2,ARNOLDS PARK,IA,250.242,2,24.02,250.242,2,24.02,NA,NA,"Spencer, IA"
1387605,BANK,NORTHWEST BANK,2,SPENCER,IA,250.242,NA,NA,NA,NA,NA,NA,NA,"Spencer, IA"
1131424,BHC,COMMUNITY STATE BANCORPORATION,2,SPENCER,IA,134.208,3,12.88,134.208,3,12.88,NA,NA,"Spencer, IA"
849348,BANK,COMMUNITY STATE BANK,2,SPENCER,IA,134.208,NA,NA,NA,NA,NA,NA,NA,"Spencer, IA"
1205259,BHC,EVERLY BANCORPORATION,3,EVERLY,IA,77.719,4,7.46,77.719,4,7.46,NA,NA,"Spencer, IA"
651149,BANK,STATE BANK,3,SPENCER,IA,77.719,NA,NA,NA,NA,NA,NA,NA,"Spencer, IA"
1416569,BHC,"FOSTORIA BANKSHARES, INC.",1,FOSTORIA,IA,54.365,5,5.22,54.365,5,5.22,NA,NA,"Spencer, IA"
624648,BANK,FARMERS SAVINGS BANK,1,FOSTORIA,IA,54.365,NA,NA,NA,NA,NA,NA,NA,"Spencer, IA"
1119794,BHC,U.S. BANCORP,1,MINNEAPOLIS,MN,40.768,6,3.91,40.768,6,3.91,NA,NA,"Spencer, IA"
504713,BANK,U.S. BANK NATIONAL ASSOCIATION,1,CINCINNATI,OH,40.768,NA,NA,NA,NA,NA,NA,NA,"Spencer, IA"
1207673,BHC,MID-IOWA BANCSHARES CO.,1,ALGONA,IA,40.314,7,3.87,40.314,7,3.87,NA,NA,"Spencer, IA"
734248,BANK,IOWA STATE BANK,1,ALGONA,IA,40.314,NA,NA,NA,NA,NA,NA,NA,"Spencer, IA"
1207758,BHC,"ROYAL BANCSHARES, INC.",1,ROYAL,IA,35.341,8,3.39,35.341,8,3.39,NA,NA,"Spencer, IA"
472045,BANK,HOME STATE BANK,1,ROYAL,IA,35.341,NA,NA,NA,NA,NA,NA,NA,"Spencer, IA"
1203022,BHC,"BEDFORD BANCORP, INC.",2,BEDFORD,IA,70.595,1,38.87,70.595,1,38.87,NA,NA,"Taylor County, IA"
792640,BANK,STATE SAVINGS BANK,2,CRESTON,IA,70.595,NA,NA,NA,NA,NA,NA,NA,"Taylor County, IA"
1202258,BHC,AMES NATIONAL CORPORATION,1,AMES,IA,54.388,2,29.95,54.388,2,29.95,NA,NA,"Taylor County, IA"
869346,BANK,IOWA STATE SAVINGS BANK,1,CRESTON,IA,54.388,NA,NA,NA,NA,NA,NA,NA,"Taylor County, IA"
1200049,BHC,"WHITMORE COMPANY, INC.",2,CLARINDA,IA,33.758,3,18.59,33.758,3,18.59,NA,NA,"Taylor County, IA"
188449,BANK,PCSB BANK,2,CLARINDA,IA,33.758,NA,NA,NA,NA,NA,NA,NA,"Taylor County, IA"
1123670,BHC,"FIRST INTERSTATE BANCSYSTEM, INC.",1,BILLINGS,MT,22.874,4,12.59,22.874,4,12.59,NA,NA,"Taylor County, IA"
659855,BANK,FIRST INTERSTATE BANK,1,BILLINGS,MT,22.874,NA,NA,NA,NA,NA,NA,NA,"Taylor County, IA"
1978713,BHC,NORTHWEST FINANCIAL CORP.,3,ARNOLDS PARK,IA,263.889,1,41.10,263.889,1,41.10,NA,NA,"Union County, IA"
214843,BANK,THE FIRST NATIONAL BANK IN CRESTON,3,CRESTON,IA,263.889,NA,NA,NA,NA,NA,NA,NA,"Union County, IA"
1202258,BHC,AMES NATIONAL CORPORATION,2,AMES,IA,165.991,2,25.85,165.991,2,25.85,NA,NA,"Union County, IA"
869346,BANK,IOWA STATE SAVINGS BANK,2,CRESTON,IA,165.991,NA,NA,NA,NA,NA,NA,NA,"Union County, IA"
1200049,BHC,"WHITMORE COMPANY, INC.",2,CLARINDA,IA,83.509,3,13.01,83.509,3,13.01,NA,NA,"Union County, IA"
188449,BANK,PCSB BANK,2,CLARINDA,IA,83.509,NA,NA,NA,NA,NA,NA,NA,"Union County, IA"
1207785,BHC,"TREYNOR BANCSHARES, INC.",1,TREYNOR,IA,79.505,4,12.38,79.505,4,12.38,NA,NA,"Union County, IA"
552545,BANK,TS BANK,1,TREYNOR,IA,79.505,NA,NA,NA,NA,NA,NA,NA,"Union County, IA"
856944,BANK,STATE BANK OF BROOKS,1,CORNING,IA,19.782,5,3.08,19.782,5,3.08,NA,NA,"Union County, IA"
1123670,BHC,"FIRST INTERSTATE BANCSYSTEM, INC.",1,BILLINGS,MT,17.009,6,2.65,17.009,6,2.65,NA,NA,"Union County, IA"
659855,BANK,FIRST INTERSTATE BANK,1,BILLINGS,MT,17.009,NA,NA,NA,NA,NA,NA,NA,"Union County, IA"
1203022,BHC,"BEDFORD BANCORP, INC.",1,BEDFORD,IA,12.370,7,1.93,12.370,7,1.93,NA,NA,"Union County, IA"
792640,BANK,STATE SAVINGS BANK,1,CRESTON,IA,12.370,NA,NA,NA,NA,NA,NA,NA,"Union County, IA"
1142372,BHC,"CORNERSTONE FINANCIAL SERVICES GROUP, INC.",2,OTTUMWA,IA,275.540,1,35.80,275.540,1,35.80,NA,NA,"Wapello County, IA"
75446,BANK,SOUTH OTTUMWA SAVINGS BANK,2,OTTUMWA,IA,275.540,NA,NA,NA,NA,NA,NA,NA,"Wapello County, IA"
1205044,BHC,"GARRETT BANCSHARES, LTD.",1,BLOOMFIELD,IA,187.417,2,24.35,187.417,2,24.35,NA,NA,"Wapello County, IA"
179148,BANK,SUCCESS BANK,1,BLOOMFIELD,IA,187.417,NA,NA,NA,NA,NA,NA,NA,"Wapello County, IA"
