Fed Id,Type,Name,Branches,City,State,Unweighted Deposits,Unweighted Rank,Unweighted Market Share,Weighted Deposits,Weighted Rank,Weighted Market Share,Buyer,Target,market_name
2277860,BHC,CAPITAL ONE FINANCIAL CORPORATION,1,MCLEAN,VA,"171,657.305",1,43.52,"171,657.305",1,44.91,NA,NA,"Wilmington, DE-MD"
112837,BANK,"CAPITAL ONE, NATIONAL ASSOCIATION",1,MCLEAN,VA,"171,657.305",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
1238565,BHC,THE TORONTO-DOMINION BANK,11,TORONTO,NA,"160,402.982",2,40.66,"160,402.982",2,41.97,NA,NA,"Wilmington, DE-MD"
2121196,BANK,"TD BANK USA, NATIONAL ASSOCIATION",1,WILMINGTON,DE,"24,284.516",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
497404,BANK,"TD BANK, NATIONAL ASSOCIATION",10,WILMINGTON,DE,"136,118.466",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
1231418,BHC,BARCLAYS PLC,1,LONDON,NA,"21,140.000",3,5.36,"21,140.000",3,5.53,NA,NA,"Wilmington, DE-MD"
2980209,BANK,BARCLAYS BANK DELAWARE,1,WILMINGTON,DE,"21,140.000",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
1037003,BHC,M&T BANK CORPORATION,26,BUFFALO,NY,"13,486.488",4,3.42,"13,486.488",4,3.53,NA,NA,"Wilmington, DE-MD"
2265456,BANK,"WILMINGTON TRUST, NATIONAL ASSOCIATION",3,WILMINGTON,DE,"9,575.679",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
501105,BANK,MANUFACTURERS AND TRADERS TRUST COMPANY,23,BUFFALO,NY,"3,910.809",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
1069778,BHC,"THE PNC FINANCIAL SERVICES GROUP, INC.",30,PITTSBURGH,PA,"4,398.415",7,1.12,"4,398.415",5,1.15,NA,NA,"Wilmington, DE-MD"
817824,BANK,"PNC BANK, NATIONAL ASSOCIATION",30,WILMINGTON,DE,"4,398.415",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
1120754,BHC,WELLS FARGO & COMPANY,14,SAN FRANCISCO,CA,"3,391.889",8,0.86,"3,391.889",6,0.89,NA,NA,"Wilmington, DE-MD"
451965,BANK,"WELLS FARGO BANK, NATIONAL ASSOCIATION",14,SIOUX FALLS,SD,"3,391.889",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
3844269,SLHC,WSFS FINANCIAL CORPORATION,22,WILMINGTON,DE,"5,390.566",6,1.37,"2,695.283",7,0.71,NA,NA,"Wilmington, DE-MD"
437914,THRIFT,"WILMINGTON SAVINGS FUND SOCIETY, FSB",22,WILMINGTON,DE,"5,390.566",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
1073757,BHC,BANK OF AMERICA CORPORATION,11,CHARLOTTE,NC,"2,463.140",10,0.62,"2,463.140",8,0.64,NA,NA,"Wilmington, DE-MD"
480228,BANK,"BANK OF AMERICA, NATIONAL ASSOCIATION",11,CHARLOTTE,NC,"2,463.140",NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
1132449,BHC,"CITIZENS FINANCIAL GROUP, INC.",14,PROVIDENCE,RI,843.419,11,0.21,843.419,9,0.22,NA,NA,"Wilmington, DE-MD"
3303298,BANK,"CITIZENS BANK, NATIONAL ASSOCIATION",14,PROVIDENCE,RI,843.419,NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
1117129,BHC,FULTON FINANCIAL CORPORATION,6,LANCASTER,PA,525.833,12,0.13,525.833,10,0.14,NA,NA,"Wilmington, DE-MD"
474919,BANK,"FULTON BANK, NATIONAL ASSOCIATION",6,LANCASTER,PA,525.833,NA,NA,NA,NA,NA,NA,NA,"Wilmington, DE-MD"
1037003,BHC,M&T BANK CORPORATION,5,BUFFALO,NY,"1,534.731",1,37.84,"1,534.731",1,43.06,NA,NA,"Dover, DE"
501105,BANK,MANUFACTURERS AND TRADERS TRUST COMPANY,5,BUFFALO,NY,"1,534.731",NA,NA,NA,NA,NA,NA,NA,"Dover, DE"
1069778,BHC,"THE PNC FINANCIAL SERVICES GROUP, INC.",4,PITTSBURGH,PA,576.875,3,14.23,576.875,2,16.19,NA,NA,"Dover, DE"
817824,BANK,"PNC BANK, NATIONAL ASSOCIATION",4,WILMINGTON,DE,576.875,NA,NA,NA,NA,NA,NA,NA,"Dover, DE"
3844269,SLHC,WSFS FINANCIAL CORPORATION,6,WILMINGTON,DE,881.370,2,21.73,440.685,3,12.36,NA,NA,"Dover, DE"
437914,THRIFT,"WILMINGTON SAVINGS FUND SOCIETY, FSB",6,WILMINGTON,DE,881.370,NA,NA,NA,NA,NA,NA,NA,"Dover, DE"
1132449,BHC,"CITIZENS FINANCIAL GROUP, INC.",4,PROVIDENCE,RI,282.250,4,6.96,282.250,4,7.92,NA,NA,"Dover, DE"
3303298,BANK,"CITIZENS BANK, NATIONAL ASSOCIATION",4,PROVIDENCE,RI,282.250,NA,NA,NA,NA,NA,NA,NA,"Dover, DE"
1120754,BHC,WELLS FARGO & COMPANY,1,SAN FRANCISCO,CA,223.375,5,5.51,223.375,5,6.27,NA,NA,"Dover, DE"
451965,BANK,"WELLS FARGO BANK, NATIONAL ASSOCIATION",1,SIOUX FALLS,SD,223.375,NA,NA,NA,NA,NA,NA,NA,"Dover, DE"
2429838,BHC,"SHORE BANCSHARES, INC.",4,EASTON,MD,192.041,6,4.74,192.041,6,5.39,NA,NA,"Dover, DE"
933023,BANK,"SHORE UNITED BANK, NATIONAL ASSOCIATION",4,EASTON,MD,192.041,NA,NA,NA,NA,NA,NA,NA,"Dover, DE"
1238565,BHC,THE TORONTO-DOMINION BANK,1,TORONTO,NA,154.340,7,3.81,154.340,7,4.33,NA,NA,"Dover, DE"
497404,BANK,"TD BANK, NATIONAL ASSOCIATION",1,WILMINGTON,DE,154.340,NA,NA,NA,NA,NA,NA,NA,"Dover, DE"
3246425,BHC,CB FINANCIAL CORPORATION,1,REHOBOTH BEACH,DE,61.787,9,1.52,61.787,8,1.73,NA,NA,"Dover, DE"
1459735,BANK,COUNTY BANK,1,REHOBOTH BEACH,DE,61.787,NA,NA,NA,NA,NA,NA,NA,"Dover, DE"
73116,THRIFT,ARTISANS' BANK,2,WILMINGTON,DE,100.817,8,2.49,50.409,9,1.41,NA,NA,"Dover, DE"
1118368,BHC,"CITIZENS FINANCIAL SERVICES, INC.",1,MANSFIELD,PA,34.405,10,0.85,34.405,10,0.97,NA,NA,"Dover, DE"
978118,BANK,FIRST CITIZENS COMMUNITY BANK,1,MANSFIELD,PA,34.405,NA,NA,NA,NA,NA,NA,NA,"Dover, DE"
1037003,BHC,M&T BANK CORPORATION,13,BUFFALO,NY,"1,359.090",2,1.64,"1,359.090",1,25.91,NA,NA,"Sussex County, DE"
501105,BANK,MANUFACTURERS AND TRADERS TRUST COMPANY,13,BUFFALO,NY,"1,359.090",NA,NA,NA,NA,NA,NA,NA,"Sussex County, DE"
1069778,BHC,"THE PNC FINANCIAL SERVICES GROUP, INC.",10,PITTSBURGH,PA,"1,216.083",3,1.47,"1,216.083",2,23.19,NA,NA,"Sussex County, DE"
817824,BANK,"PNC BANK, NATIONAL ASSOCIATION",10,WILMINGTON,DE,"1,216.083",NA,NA,NA,NA,NA,NA,NA,"Sussex County, DE"
1117129,BHC,FULTON FINANCIAL CORPORATION,6,LANCASTER,PA,526.752,5,0.64,526.752,3,10.04,NA,NA,"Sussex County, DE"
474919,BANK,"FULTON BANK, NATIONAL ASSOCIATION",6,LANCASTER,PA,526.752,NA,NA,NA,NA,NA,NA,NA,"Sussex County, DE"
3246425,BHC,CB FINANCIAL CORPORATION,6,REHOBOTH BEACH,DE,436.221,6,0.53,436.221,4,8.32,NA,NA,"Sussex County, DE"
1459735,BANK,COUNTY BANK,6,REHOBOTH BEACH,DE,436.221,NA,NA,NA,NA,NA,NA,NA,"Sussex County, DE"
3844269,SLHC,WSFS FINANCIAL CORPORATION,5,WILMINGTON,DE,700.834,4,0.84,350.417,5,6.68,NA,NA,"Sussex County, DE"
437914,THRIFT,"WILMINGTON SAVINGS FUND SOCIETY, FSB",5,WILMINGTON,DE,700.834,NA,NA,NA,NA,NA,NA,NA,"Sussex County, DE"
1120754,BHC,WELLS FARGO & COMPANY,2,SAN FRANCISCO,CA,311.849,7,0.38,311.849,6,5.95,NA,NA,"Sussex County, DE"
451965,BANK,"WELLS FARGO BANK, NATIONAL ASSOCIATION",2,SIOUX FALLS,SD,311.849,NA,NA,NA,NA,NA,NA,NA,"Sussex County, DE"
1132449,BHC,"CITIZENS FINANCIAL GROUP, INC.",2,PROVIDENCE,RI,262.840,8,0.32,262.840,7,5.01,NA,NA,"Sussex County, DE"
3303298,BANK,"CITIZENS BANK, NATIONAL ASSOCIATION",2,PROVIDENCE,RI,262.840,NA,NA,NA,NA,NA,NA,NA,"Sussex County, DE"
1249918,BHC,PARTNERS BANCORP,4,SALISBURY,MD,242.088,9,0.29,242.088,8,4.62,NA,NA,"Sussex County, DE"
885225,BANK,THE BANK OF DELMARVA,4,SEAFORD,DE,242.088,NA,NA,NA,NA,NA,NA,NA,"Sussex County, DE"
3446784,BANK,COMMUNITY BANK DELAWARE,2,LEWES,DE,238.424,10,0.29,238.424,9,4.55,NA,NA,"Sussex County, DE"
1238565,BHC,THE TORONTO-DOMINION BANK,1,TORONTO,NA,95.356,11,0.11,95.356,10,1.82,NA,NA,"Sussex County, DE"
497404,BANK,"TD BANK, NATIONAL ASSOCIATION",1,WILMINGTON,DE,95.356,NA,NA,NA,NA,NA,NA,NA,"Sussex County, DE"
1069778,BHC,"THE PNC FINANCIAL SERVICES GROUP, INC.",35,PITTSBURGH,PA,"15,424.923",1,27.05,"15,424.923",1,27.10,NA,NA,"Birmingham, AL"
817824,BANK,"PNC BANK, NATIONAL ASSOCIATION",35,WILMINGTON,DE,"15,424.923",NA,NA,NA,NA,NA,NA,NA,"Birmingham, AL"
3242838,BHC,REGIONS FINANCIAL CORPORATION,62,BIRMINGHAM,AL,"15,083.931",2,26.45,"15,083.931",2,26.50,NA,NA,"Birmingham, AL"
233031,BANK,REGIONS BANK,62,BIRMINGHAM,AL,"15,083.931",NA,NA,NA,NA,NA,NA,NA,"Birmingham, AL"
1120754,BHC,WELLS FARGO & COMPANY,29,SAN FRANCISCO,CA,"4,843.683",3,8.49,"4,843.683",3,8.51,NA,NA,"Birmingham, AL"
451965,BANK,"WELLS FARGO BANK, NATIONAL ASSOCIATION",29,SIOUX FALLS,SD,"4,843.683",NA,NA,NA,NA,NA,NA,NA,"Birmingham, AL"
3635319,BHC,"SERVISFIRST BANCSHARES, INC.",3,HOMEWOOD,AL,"4,832.965",4,8.47,"4,832.965",4,8.49,NA,NA,"Birmingham, AL"
3348888,BANK,SERVISFIRST BANK,3,BIRMINGHAM,AL,"4,832.965",NA,NA,NA,NA,NA,NA,NA,"Birmingham, AL"
1078846,BHC,SYNOVUS FINANCIAL CORP.,14,COLUMBUS,GA,"3,046.186",5,5.34,"3,046.186",5,5.35,NA,NA,"Birmingham, AL"
395238,BANK,SYNOVUS BANK,14,COLUMBUS,GA,"3,046.186",NA,NA,NA,NA,NA,NA,NA,"Birmingham, AL"
606046,BANK,CADENCE BANK,21,TUPELO,MS,"2,108.587",6,3.70,"2,108.587",6,3.70,NA,NA,"Birmingham, AL"
1074156,BHC,TRUIST FINANCIAL CORPORATION,20,CHARLOTTE,NC,"1,669.414",7,2.93,"1,669.414",7,2.93,NA,NA,"Birmingham, AL"
852320,BANK,TRUIST BANK,20,CHARLOTTE,NC,"1,669.414",NA,NA,NA,NA,NA,NA,NA,"Birmingham, AL"
1094640,BHC,FIRST HORIZON CORPORATION,7,MEMPHIS,TN,"1,205.054",8,2.11,"1,205.054",8,2.12,NA,NA,"Birmingham, AL"
485559,BANK,FIRST HORIZON BANK,7,MEMPHIS,TN,"1,205.054",NA,NA,NA,NA,NA,NA,NA,"Birmingham, AL"
4503910,BHC,"OAKWORTH CAPITAL, INC.",1,BIRMINGHAM,AL,737.611,9,1.29,737.611,9,1.30,NA,NA,"Birmingham, AL"
3720608,BANK,OAKWORTH CAPITAL BANK,1,BIRMINGHAM,AL,737.611,NA,NA,NA,NA,NA,NA,NA,"Birmingham, AL"
1098844,BHC,RENASANT CORPORATION,9,TUPELO,MS,714.018,10,1.25,714.018,10,1.25,NA,NA,"Birmingham, AL"
749242,BANK,RENASANT BANK,9,TUPELO,MS,714.018,NA,NA,NA,NA,NA,NA,NA,"Birmingham, AL"
1129533,BHC,"AUBURN NATIONAL BANCORPORATION, INC.",6,AUBURN,AL,853.026,1,21.32,853.026,1,21.32,NA,NA,"Auburn-Opelika, AL"
749635,BANK,AUBURNBANK,6,AUBURN,AL,853.026,NA,NA,NA,NA,NA,NA,NA,"Auburn-Opelika, AL"
1069778,BHC,"THE PNC FINANCIAL SERVICES GROUP, INC.",7,PITTSBURGH,PA,630.804,2,15.77,630.804,2,15.77,NA,NA,"Auburn-Opelika, AL"
817824,BANK,"PNC BANK, NATIONAL ASSOCIATION",7,WILMINGTON,DE,630.804,NA,NA,NA,NA,NA,NA,NA,"Auburn-Opelika, AL"
1133437,BHC,SOUTHSTATE CORPORATION,3,WINTER HAVEN,FL,450.906,3,11.27,450.906,3,11.27,NA,NA,"Auburn-Opelika, AL"
1929247,BANK,"SOUTHSTATE BANK, N.A.",3,WINTER HAVEN,FL,450.906,NA,NA,NA,NA,NA,NA,NA,"Auburn-Opelika, AL"
4422851,BHC,RIVER FINANCIAL CORPORATION,3,PRATTVILLE,AL,305.802,4,7.64,305.802,4,7.64,NA,NA,"Auburn-Opelika, AL"
3437157,BANK,RIVER BANK & TRUST,3,PRATTVILLE,AL,305.802,NA,NA,NA,NA,NA,NA,NA,"Auburn-Opelika, AL"
3242838,BHC,REGIONS FINANCIAL CORPORATION,2,BIRMINGHAM,AL,298.674,5,7.47,298.674,5,7.47,NA,NA,"Auburn-Opelika, AL"
233031,BANK,REGIONS BANK,2,BIRMINGHAM,AL,298.674,NA,NA,NA,NA,NA,NA,NA,"Auburn-Opelika, AL"
1120754,BHC,WELLS FARGO & COMPANY,3,SAN FRANCISCO,CA,293.911,6,7.35,293.911,6,7.35,NA,NA,"Auburn-Opelika, AL"
451965,BANK,"WELLS FARGO BANK, NATIONAL ASSOCIATION",3,SIOUX FALLS,SD,293.911,NA,NA,NA,NA,NA,NA,NA,"Auburn-Opelika, AL"
1074156,BHC,TRUIST FINANCIAL CORPORATION,2,CHARLOTTE,NC,277.536,7,6.94,277.536,7,6.94,NA,NA,"Auburn-Opelika, AL"
852320,BANK,TRUIST BANK,2,CHARLOTTE,NC,277.536,NA,NA,NA,NA,NA,NA,NA,"Auburn-Opelika, AL"
3818381,BHC,"SOUTHERN STATES BANCSHARES, INC.",2,ANNISTON,AL,248.191,8,6.20,248.191,8,6.20,NA,NA,"Auburn-Opelika, AL"
3629420,BANK,SOUTHERN STATES BANK,2,ANNISTON,AL,248.191,NA,NA,NA,NA,NA,NA,NA,"Auburn-Opelika, AL"
606046,BANK,CADENCE BANK,4,TUPELO,MS,236.600,9,5.91,236.600,9,5.91,NA,NA,"Auburn-Opelika, AL"
1079562,BHC,TRUSTMARK CORPORATION,2,JACKSON,MS,119.361,10,2.98,119.361,10,2.98,NA,NA,"Auburn-Opelika, AL"
342634,BANK,TRUSTMARK NATIONAL BANK,2,JACKSON,MS,119.361,NA,NA,NA,NA,NA,NA,NA,"Auburn-Opelika, AL"
1869987,BHC,"FIRST BANCSHARES OF STEVENSON, INC.",2,STEVENSON,AL,109.288,1,29.87,109.288,1,29.87,NA,NA,"Cherokee County, AL"
246134,BANK,FIRST SOUTHERN STATE BANK,2,STEVENSON,AL,109.288,NA,NA,NA,NA,NA,NA,NA,"Cherokee County, AL"
3242838,BHC,REGIONS FINANCIAL CORPORATION,1,BIRMINGHAM,AL,95.807,2,26.19,95.807,2,26.19,NA,NA,"Cherokee County, AL"
233031,BANK,REGIONS BANK,1,BIRMINGHAM,AL,95.807,NA,NA,NA,NA,NA,NA,NA,"Cherokee County, AL"
1136595,BHC,"ALTRUST FINANCIAL SERVICES, INC.",1,CULLMAN,AL,69.438,3,18.98,69.438,3,18.98,NA,NA,"Cherokee County, AL"
60330,BANK,PEOPLES BANK OF ALABAMA,1,CULLMAN,AL,69.438,NA,NA,NA,NA,NA,NA,NA,"Cherokee County, AL"
1085358,BHC,"UNION BANCSHARES, INC.",2,PELL CITY,AL,57.090,4,15.60,57.090,4,15.60,NA,NA,"Cherokee County, AL"
467733,BANK,UNION STATE BANK,2,PELL CITY,AL,57.090,NA,NA,NA,NA,NA,NA,NA,"Cherokee County, AL"
2496193,BHC,"THE SOUTHERN BANC COMPANY, INC.",1,GADSDEN,AL,34.255,5,9.36,34.255,5,9.36,NA,NA,"Cherokee County, AL"
117775,BANK,THE SOUTHERN BANK COMPANY,1,GADSDEN,AL,34.255,NA,NA,NA,NA,NA,NA,NA,"Cherokee County, AL"
1136689,BHC,MIDSOUTH BANCORPORATION,2,DOTHAN,AL,134.490,1,27.48,134.490,1,27.48,NA,NA,"Barbour County, AL"
929932,BANK,MIDSOUTH BANK,2,DOTHAN,AL,134.490,NA,NA,NA,NA,NA,NA,NA,"Barbour County, AL"
1079562,BHC,TRUSTMARK CORPORATION,2,JACKSON,MS,101.852,2,20.81,101.852,2,20.81,NA,NA,"Barbour County, AL"
342634,BANK,TRUSTMARK NATIONAL BANK,2,JACKSON,MS,101.852,NA,NA,NA,NA,NA,NA,NA,"Barbour County, AL"
1069778,BHC,"THE PNC FINANCIAL SERVICES GROUP, INC.",2,PITTSBURGH,PA,100.628,3,20.56,100.628,3,20.56,NA,NA,"Barbour County, AL"
817824,BANK,"PNC BANK, NATIONAL ASSOCIATION",2,WILMINGTON,DE,100.628,NA,NA,NA,NA,NA,NA,NA,"Barbour County, AL"
3438051,BHC,"FEB BANCSHARES, INC.",3,LOUISVILLE,AL,75.650,4,15.46,75.650,4,15.46,NA,NA,"Barbour County, AL"
449430,BANK,22ND STATE BANK,3,LOUISVILLE,AL,75.650,NA,NA,NA,NA,NA,NA,NA,"Barbour County, AL"
1082067,BHC,AMERIS BANCORP,1,ATLANTA,GA,39.906,5,8.15,39.906,5,8.15,NA,NA,"Barbour County, AL"
764030,BANK,AMERIS BANK,1,ATLANTA,GA,39.906,NA,NA,NA,NA,NA,NA,NA,"Barbour County, AL"
3255100,BHC,"SUNSOUTH BANCSHARES, INC.",1,DOTHAN,AL,24.628,6,5.03,24.628,6,5.03,NA,NA,"Barbour County, AL"
477639,BANK,SUNSOUTH BANK,1,DOTHAN,AL,24.628,NA,NA,NA,NA,NA,NA,NA,"Barbour County, AL"
1866155,BHC,"PEOPLESSOUTH BANCSHARES, INC.",1,COLQUITT,GA,12.252,7,2.50,12.252,7,2.50,NA,NA,"Barbour County, AL"
518037,BANK,PEOPLESSOUTH BANK,1,COLQUITT,GA,12.252,NA,NA,NA,NA,NA,NA,NA,"Barbour County, AL"
2685577,BHC,"USAL BANCORP, INC.",1,UNION SPRINGS,AL,76.299,1,61.42,76.299,1,61.42,NA,NA,"Bullock County, AL"
139133,BANK,AMERIFIRST BANK,1,MONTGOMERY,AL,76.299,NA,NA,NA,NA,NA,NA,NA,"Bullock County, AL"
1081873,BHC,"COMMUNITY BANKSHARES, INC.",1,LA GRANGE,GA,47.934,2,38.58,47.934,2,38.58,NA,NA,"Bullock County, AL"
1474309,BANK,COMMUNITY BANK AND TRUST - ALABAMA,1,UNION SPRINGS,AL,47.934,NA,NA,NA,NA,NA,NA,NA,"Bullock County, AL"
1048773,BHC,VALLEY NATIONAL BANCORP,3,NEW YORK,NY,331.626,1,45.17,331.626,1,45.17,NA,NA,"Alexander City, AL"
229801,BANK,VALLEY NATIONAL BANK,3,PASSAIC,NJ,331.626,NA,NA,NA,NA,NA,NA,NA,"Alexander City, AL"
4422851,BHC,RIVER FINANCIAL CORPORATION,1,PRATTVILLE,AL,137.746,2,18.76,137.746,2,18.76,NA,NA,"Alexander City, AL"
3437157,BANK,RIVER BANK & TRUST,1,PRATTVILLE,AL,137.746,NA,NA,NA,NA,NA,NA,NA,"Alexander City, AL"
1120754,BHC,WELLS FARGO & COMPANY,1,SAN FRANCISCO,CA,95.716,3,13.04,95.716,3,13.04,NA,NA,"Alexander City, AL"
451965,BANK,"WELLS FARGO BANK, NATIONAL ASSOCIATION",1,SIOUX FALLS,SD,95.716,NA,NA,NA,NA,NA,NA,NA,"Alexander City, AL"
1069778,BHC,"THE PNC FINANCIAL SERVICES GROUP, INC.",1,PITTSBURGH,PA,65.074,4,8.86,65.074,4,8.86,NA,NA,"Alexander City, AL"
817824,BANK,"PNC BANK, NATIONAL ASSOCIATION",1,WILMINGTON,DE,65.074,NA,NA,NA,NA,NA,NA,NA,"Alexander City, AL"
3242838,BHC,REGIONS FINANCIAL CORPORATION,1,BIRMINGHAM,AL,47.928,5,6.53,47.928,5,6.53,NA,NA,"Alexander City, AL"
233031,BANK,REGIONS BANK,1,BIRMINGHAM,AL,47.928,NA,NA,NA,NA,NA,NA,NA,"Alexander City, AL"
1086485,BHC,"FARMERS & MERCHANTS BANCSHARES, INC.",1,LAFAYETTE,AL,34.017,6,4.63,34.017,6,4.63,NA,NA,"Alexander City, AL"
446130,BANK,FARMERS AND MERCHANTS BANK,1,LAFAYETTE,AL,34.017,NA,NA,NA,NA,NA,NA,NA,"Alexander City, AL"
1074156,BHC,TRUIST FINANCIAL CORPORATION,1,CHARLOTTE,NC,22.141,7,3.02,22.141,7,3.02,NA,NA,"Alexander City, AL"
852320,BANK,TRUIST BANK,1,CHARLOTTE,NC,22.141,NA,NA,NA,NA,NA,NA,NA,"Alexander City, AL"
1079562,BHC,TRUSTMARK CORPORATION,3,JACKSON,MS,118.756,1,34.96,118.756,1,34.96,NA,NA,"Butler County, AL"
342634,BANK,TRUSTMARK NATIONAL BANK,3,JACKSON,MS,118.756,NA,NA,NA,NA,NA,NA,NA,"Butler County, AL"
1086533,BHC,HANCOCK WHITNEY CORPORATION,1,GULFPORT,MS,87.183,2,25.66,87.183,2,25.66,NA,NA,"Butler County, AL"
463735,BANK,HANCOCK WHITNEY BANK,1,GULFPORT,MS,87.183,NA,NA,NA,NA,NA,NA,NA,"Butler County, AL"
1143379,BHC,"FIRST CITIZENS-CRENSHAW BANCSHARES, INC.",1,LUVERNE,AL,50.993,3,15.01,50.993,3,15.01,NA,NA,"Butler County, AL"
541231,BANK,FIRST CITIZENS BANK,1,LUVERNE,AL,50.993,NA,NA,NA,NA,NA,NA,NA,"Butler County, AL"
1836475,BHC,"FIRST CAMDEN BANCSHARES, INC.",1,CAMDEN,AL,39.503,4,11.63,39.503,4,11.63,NA,NA,"Butler County, AL"
466932,BANK,COMMUNITY NEIGHBOR BANK,1,CAMDEN,AL,39.503,NA,NA,NA,NA,NA,NA,NA,"Butler County, AL"
606046,BANK,CADENCE BANK,1,TUPELO,MS,21.895,5,6.45,21.895,5,6.45,NA,NA,"Butler County, AL"
1074156,BHC,TRUIST FINANCIAL CORPORATION,1,CHARLOTTE,NC,18.340,6,5.40,18.340,6,5.40,NA,NA,"Butler County, AL"
852320,BANK,TRUIST BANK,1,CHARLOTTE,NC,18.340,NA,NA,NA,NA,NA,NA,NA,"Butler County, AL"
4199229,BHC,WOODFOREST FINANCIAL GROUP EMPLOYEE STOCK OWNERSHIP PLAN (WITH 401(K) PROVISIONS) (AMENDED AND RESTATED EFF. 01/01/16),1,THE WOODLANDS,TX,3.050,7,0.90,3.050,7,0.90,NA,NA,"Butler County, AL"
412751,BANK,WOODFOREST NATIONAL BANK,1,THE WOODLANDS,TX,3.050,NA,NA,NA,NA,NA,NA,NA,"Butler County, AL"
3242838,BHC,REGIONS FINANCIAL CORPORATION,6,BIRMINGHAM,AL,541.745,1,22.29,541.745,1,22.29,NA,NA,"Anniston, AL"
233031,BANK,REGIONS BANK,6,BIRMINGHAM,AL,541.745,NA,NA,NA,NA,NA,NA,NA,"Anniston, AL"
1120754,BHC,WELLS FARGO & COMPANY,3,SAN FRANCISCO,CA,338.587,2,13.93,338.587,2,13.93,NA,NA,"Anniston, AL"
451965,BANK,"WELLS FARGO BANK, NATIONAL ASSOCIATION",3,SIOUX FALLS,SD,338.587,NA,NA,NA,NA,NA,NA,NA,"Anniston, AL"
5109672,BHC,"NOBLE BANCSHARES, INC.",5,ANNISTON,AL,312.019,3,12.84,312.019,3,12.84,NA,NA,"Anniston, AL"
3385744,BANK,NOBLEBANK & TRUST,5,ANNISTON,AL,312.019,NA,NA,NA,NA,NA,NA,NA,"Anniston, AL"
1137882,BHC,F&M FINANCIAL CORP,4,PIEDMONT,AL,255.221,4,10.50,255.221,4,10.50,NA,NA,"Anniston, AL"
434539,BANK,FARMERS AND MERCHANTS BANK,4,PIEDMONT,AL,255.221,NA,NA,NA,NA,NA,NA,NA,"Anniston, AL"
3818381,BHC,"SOUTHERN STATES BANCSHARES, INC.",2,ANNISTON,AL,238.422,5,9.81,238.422,5,9.81,NA,NA,"Anniston, AL"
3629420,BANK,SOUTHERN STATES BANK,2,ANNISTON,AL,238.422,NA,NA,NA,NA,NA,NA,NA,"Anniston, AL"
4090054,BHC,INVESTAR HOLDING CORPORATION,4,BATON ROUGE,LA,217.731,6,8.96,217.731,6,8.96,NA,NA,"Anniston, AL"
3449066,BANK,"INVESTAR BANK, NATIONAL ASSOCIATION",4,BATON ROUGE,LA,217.731,NA,NA,NA,NA,NA,NA,NA,"Anniston, AL"
1074156,BHC,TRUIST FINANCIAL CORPORATION,3,CHARLOTTE,NC,183.766,7,7.56,183.766,7,7.56,NA,NA,"Anniston, AL"
852320,BANK,TRUIST BANK,3,CHARLOTTE,NC,183.766,NA,NA,NA,NA,NA,NA,NA,"Anniston, AL"
1069778,BHC,"THE PNC FINANCIAL SERVICES GROUP, INC.",3,PITTSBURGH,PA,183.559,8,7.55,183.559,8,7.55,NA,NA,"Anniston, AL"
817824,BANK,"PNC BANK, NATIONAL ASSOCIATION",3,WILMINGTON,DE,183.559,NA,NA,NA,NA,NA,NA,NA,"Anniston, AL"
1394621,BANK,METRO BANK,1,PELL CITY,AL,103.354,9,4.25,103.354,9,4.25,NA,NA,"Anniston, AL"
1135356,BHC,"FIRSTBANC OF ALABAMA, INC.",1,TALLADEGA,AL,36.909,10,1.52,36.909,10,1.52,NA,NA,"Anniston, AL"
257233,BANK,FIRST  BANK OF ALABAMA,1,TALLADEGA,AL,36.909,NA,NA,NA,NA,NA,NA,NA,"Anniston, AL"
1083895,BHC,"UNITED BANCORPORATION OF ALABAMA, INC.",1,ATMORE,AL,106.172,1,60.46,106.172,1,60.46,NA,NA,"Camden, AL"
180537,BANK,TOWN-COUNTRY UNITED BANK,1,CAMDEN,AL,106.172,NA,NA,NA,NA,NA,NA,NA,"Camden, AL"
1836475,BHC,"FIRST CAMDEN BANCSHARES, INC.",1,CAMDEN,AL,69.434,2,39.54,69.434,2,39.54,NA,NA,"Camden, AL"
466932,BANK,COMMUNITY NEIGHBOR BANK,1,CAMDEN,AL,69.434,NA,NA,NA,NA,NA,NA,NA,"Camden, AL"
3635319,BHC,"SERVISFIRST BANCSHARES, INC.",2,HOMEWOOD,AL,747.996,1,17.91,747.996,1,17.91,NA,NA,"Dothan, AL"
3348888,BANK,SERVISFIRST BANK,2,BIRMINGHAM,AL,747.996,NA,NA,NA,NA,NA,NA,NA,"Dothan, AL"
3242838,BHC,REGIONS FINANCIAL CORPORATION,5,BIRMINGHAM,AL,698.943,2,16.74,698.943,2,16.74,NA,NA,"Dothan, AL"
